Operation;Year;Month;Country;Value US$ FOB
Exportação;2026;Fevereiro;Vanuatu;412873
Exportação;2026;Fevereiro;Venezuela;68896702
Exportação;2026;Fevereiro;Vietnã;381407178
Exportação;2026;Fevereiro;Virgens, Ilhas (Americanas);5365
Exportação;2026;Fevereiro;Virgens, Ilhas (Britânicas);61736
Exportação;2026;Fevereiro;Zimbábue;184737
Exportação;2026;Fevereiro;Zâmbia;582731
Exportação;2026;Fevereiro;África do Sul;80576572
Exportação;2026;Fevereiro;Áustria;6652305
Exportação;2026;Fevereiro;Índia;796816279
Exportação;2026;Março;Afeganistão;29068
Exportação;2026;Março;Albânia;15127244
Exportação;2026;Março;Alemanha;497535766
Exportação;2026;Março;Andorra;669
Exportação;2026;Março;Angola;55847580
Exportação;2026;Março;Anguilla;11979
Exportação;2026;Março;Antígua e Barbuda;2847593
Exportação;2026;Março;Argentina;1463300267
Exportação;2026;Março;Argélia;210271235
Exportação;2026;Março;Armênia;1202360
Exportação;2026;Março;Aruba;3953183
Exportação;2026;Março;Arábia Saudita;247673342
Exportação;2026;Março;Austrália;77220403
Exportação;2026;Março;Azerbaijão;5040
Exportação;2026;Março;Bahamas;135764
Exportação;2026;Março;Bangladesh;317244836
Exportação;2026;Março;Barbados;1393040
Exportação;2026;Março;Barein;18178619
Exportação;2026;Março;Belarus;918452
Exportação;2026;Março;Belize;475728
Exportação;2026;Março;Benin;9844823
Exportação;2026;Março;Bermudas;865090
Exportação;2026;Março;Bolívia;123630454
Exportação;2026;Março;Bonaire, Saint Eustatius e Saba;230200
Exportação;2026;Março;Brasil;18694163
Exportação;2026;Março;Brunei;86408
Exportação;2026;Março;Bulgária;7436734
Exportação;2026;Março;Burkina Faso;7995418
Exportação;2026;Março;Burundi;1058
Exportação;2026;Março;Bélgica;351269415
Exportação;2026;Março;Bósnia-Herzegovina;740965
Exportação;2026;Março;Cabo Verde;4247765
Exportação;2026;Março;Camarões;12811735
Exportação;2026;Março;Camboja;3417203
Exportação;2026;Março;Canadá;649674194
Exportação;2026;Março;Catar;25281778
Exportação;2026;Março;Cayman, Ilhas;1578653
Exportação;2026;Março;Cazaquistão;10866571
Exportação;2026;Março;Chade;1808825
Exportação;2026;Março;Chile;675272434
Exportação;2026;Março;China;10556812545
Exportação;2026;Março;Chipre;8540807
Exportação;2026;Março;Colômbia;359116654
Exportação;2026;Março;Comores;532864
Exportação;2026;Março;Congo;11268734
Exportação;2026;Março;Congo, República Democrática;19723122
Exportação;2026;Março;Coreia do Sul;349933335
Exportação;2026;Março;Costa Rica;22989603
Exportação;2026;Março;Costa do Marfim;13607839
Exportação;2026;Março;Coveite (Kuweit);13421105
Exportação;2026;Março;Croácia;14651103
Exportação;2026;Março;Cuba;19188733
Exportação;2026;Março;Curaçao;4989979
Exportação;2026;Março;Dinamarca;45750721
Exportação;2026;Março;Djibuti;1068103
Exportação;2026;Março;Dominica;251706
Exportação;2026;Março;Egito;462550596
Exportação;2026;Março;El Salvador;25919573
Exportação;2026;Março;Emirados Árabes Unidos;205445941
Exportação;2026;Março;Equador;105448906
Exportação;2026;Março;Eslováquia;2141896
Exportação;2026;Março;Eslovênia;51190439
Exportação;2026;Março;Espanha;838604560
Exportação;2026;Março;Estados Unidos;2879192002
Exportação;2026;Março;Estônia;6982433
Exportação;2026;Março;Etiópia;4068571
Exportação;2026;Março;Faroe, Ilhas;41810
Exportação;2026;Março;Fiji;54951
Exportação;2026;Março;Filipinas;212214724
Exportação;2026;Março;Finlândia;22561797
Exportação;2026;Março;França;261196549
Exportação;2026;Março;Gabão;7026620
Exportação;2026;Março;Gana;36285859
Exportação;2026;Março;Geórgia;30486120
Exportação;2026;Março;Gibraltar;203574
Exportação;2026;Março;Granada;1091997
Exportação;2026;Março;Grécia;62292399
Exportação;2026;Março;Guadalupe;364
Exportação;2026;Março;Guam;37733
Exportação;2026;Março;Guatemala;33887067
Exportação;2026;Março;Guiana;16889232
Exportação;2026;Março;Guiana Francesa;658280
Exportação;2026;Março;Guiné;13122680
Exportação;2026;Março;Guiné Equatorial;3257263
Exportação;2026;Março;Guiné-Bissau;876203
Exportação;2026;Março;Gâmbia;16233491
Exportação;2026;Março;Haiti;5908947
Exportação;2026;Março;Honduras;14336104
Exportação;2026;Março;Hong Kong;116341168
Exportação;2026;Março;Hungria;3407316
Exportação;2026;Março;Ilha de Man;1436
Exportação;2026;Março;Indonésia;358887554
Exportação;2026;Março;Iraque;43264464
Exportação;2026;Março;Irlanda;18867469
Exportação;2026;Março;Irã;122606665
Exportação;2026;Março;Islândia;11132096
Exportação;2026;Março;Israel;47911354
Exportação;2026;Março;Itália;459707484
Exportação;2026;Março;Iêmen;34824409
Exportação;2026;Março;Jamaica;7608352
Exportação;2026;Março;Japão;505299127
Exportação;2026;Março;Jordânia;27595547
Exportação;2026;Março;Laos;995006
Exportação;2026;Março;Letônia;13038841
Exportação;2026;Março;Libéria;37394103
Exportação;2026;Março;Liechtenstein;305270
Exportação;2026;Março;Lituânia;3318943
Exportação;2026;Março;Luxemburgo;81723817
Exportação;2026;Março;Líbano;48227241
Exportação;2026;Março;Líbia;23722780
Exportação;2026;Março;Macau;427881
Exportação;2026;Março;Macedônia;1546552
Exportação;2026;Março;Madagascar;838633
Exportação;2026;Março;Malavi;351786
Exportação;2026;Março;Maldivas;3067390
Exportação;2026;Março;Mali;313678
Exportação;2026;Março;Malta;10434490
Exportação;2026;Março;Malásia;129940346
Exportação;2026;Março;Marrocos;36994810
Exportação;2026;Março;Marshall, Ilhas;36786789
Exportação;2026;Março;Martinica;992173
Exportação;2026;Março;Mauritânia;17796652
Exportação;2026;Março;Maurício;3663977
Exportação;2026;Março;Mayotte;594823
Exportação;2026;Março;Mianmar;64054
Exportação;2026;Março;Micronésia;33111
Exportação;2026;Março;Moldávia;60893
Exportação;2026;Março;Mongólia;1041322
Exportação;2026;Março;Montenegro;9777
Exportação;2026;Março;Montserrat;72287
Exportação;2026;Março;Moçambique;13235786
Exportação;2026;Março;México;730069597
Exportação;2026;Março;Mônaco;23713
Exportação;2026;Março;Namíbia;3232270
Exportação;2026;Março;Nepal;310557
Exportação;2026;Março;Nicarágua;6787413
Exportação;2026;Março;Nigéria;89007791
Exportação;2026;Março;Noruega;107079657
Exportação;2026;Março;Nova Caledônia;894293
Exportação;2026;Março;Nova Zelândia;10311550
Exportação;2026;Março;Níger;79595
Exportação;2026;Março;Omã;25593481
Exportação;2026;Março;Pacífico, Ilhas do (EUA);710825
Exportação;2026;Março;Palau;44602
Exportação;2026;Março;Palestina;7361589
Exportação;2026;Março;Panamá;186133131
Exportação;2026;Março;Papua Nova Guiné;543086
Exportação;2026;Março;Paquistão;168879966
Exportação;2026;Março;Paraguai;365196278
Exportação;2026;Março;Países Baixos (Holanda);897537284
Exportação;2026;Março;Peru;337066510
Exportação;2026;Março;Pitcairn;21002
Exportação;2026;Março;Polinésia Francesa;967524
Exportação;2026;Março;Polônia;1547403
Exportação;2026;Março;Porto Rico;8443364
Exportação;2026;Março;Portugal;167504809
Exportação;2026;Março;Quirguistão;106429
Exportação;2026;Março;Quênia;23616473
Exportação;2026;Março;Reino Unido;403972452
Exportação;2026;Março;República Centro-Africana;5865
Exportação;2026;Março;República Dominicana;46464453
Exportação;2026;Março;Reunião;352147
Exportação;2026;Março;Romênia;14769319
Exportação;2026;Março;Ruanda;28932
Exportação;2026;Março;Rússia;164274153
Exportação;2026;Março;Salomão, Ilhas;59026
Exportação;2026;Março;Samoa;434804
Exportação;2026;Março;Samoa Americana;304137
Exportação;2026;Março;San Marino;16466
Exportação;2026;Março;Santa Lúcia;526086
Exportação;2026;Março;Seicheles;929038
Exportação;2026;Março;Senegal;45131658
Exportação;2026;Março;Serra Leoa;4487995
Exportação;2026;Março;Singapura;551647849
Exportação;2026;Março;Sint Maarten;1217030
Exportação;2026;Março;Somália;1266154
Exportação;2026;Março;Sri Lanka;5290818
Exportação;2026;Março;Suazilândia;325953
Exportação;2026;Março;Sudão do Sul;403165
Exportação;2026;Março;Suriname;9208003
Exportação;2026;Março;Suécia;133291846
Exportação;2026;Março;Suíça;141715041
Exportação;2026;Março;São Bartolomeu;515655
Exportação;2026;Março;São Cristóvão e Névis;406495
Exportação;2026;Março;São Martinho, Ilha de (parte francesa);724523
Exportação;2026;Março;São Tomé e Príncipe;679966
Exportação;2026;Março;São Vicente e Granadinas;690480
Exportação;2026;Março;Sérvia;5781825
Exportação;2026;Março;Síria;1499779
Exportação;2026;Março;Tadjiquistão;30861
Exportação;2026;Março;Tailândia;325924599
Exportação;2026;Março;Taiwan (Formosa);96436605
Exportação;2026;Março;Tanzânia;3588680
Exportação;2026;Março;Tcheca, República;4376233
Exportação;2026;Março;Território Britânico do Oceano Índico;36381
Exportação;2026;Março;Timor Leste;1549041
Exportação;2026;Março;Togo;61961221
Exportação;2026;Março;Tonga;796975
Exportação;2026;Março;Toquelau;8719
Exportação;2026;Março;Trinidad e Tobago;17333550
Exportação;2026;Março;Tunísia;49144170
Exportação;2026;Março;Turcas e Caicos, Ilhas;239835
Exportação;2026;Março;Turcomenistão;1114270
Exportação;2026;Março;Turquia;588903
Exportação;2026;Março;Ucrânia;7731287
Exportação;2026;Março;Uganda;4779166
Exportação;2026;Março;Uruguai;282087323
Exportação;2026;Março;Uzbequistão;12362276
Exportação;2026;Março;Vanuatu;135662
Exportação;2026;Março;Venezuela;76747773
Exportação;2026;Março;Vietnã;328693898
Exportação;2026;Março;Virgens, Ilhas (Americanas);137
Exportação;2026;Março;Virgens, Ilhas (Britânicas);341870
Exportação;2026;Março;Zimbábue;822423
Exportação;2026;Março;Zâmbia;511897
Exportação;2026;Março;África do Sul;151502543
Exportação;2026;Março;Áustria;9197923
Exportação;2026;Março;Índia;1036008557
Exportação;2026;Abril;Afeganistão;17220
Exportação;2026;Abril;Albânia;12767309
Exportação;2026;Abril;Alemanha;631516937
Exportação;2026;Abril;Angola;34913481
Exportação;2026;Abril;Anguilla;53285
Exportação;2026;Abril;Antártica;615
Exportação;2026;Abril;Antígua e Barbuda;2564074
Exportação;2026;Abril;Argentina;1300939912
Exportação;2026;Abril;Argélia;284195396
Exportação;2026;Abril;Armênia;944481
Exportação;2026;Abril;Aruba;4820358
Exportação;2026;Abril;Arábia Saudita;207471815
Exportação;2026;Abril;Austrália;57816396
Exportação;2026;Abril;Azerbaijão;3896585
Exportação;2026;Abril;Bahamas;25247389
Exportação;2026;Abril;Bangladesh;278263621
Exportação;2026;Abril;Barbados;2677039
Exportação;2026;Abril;Barein;4368592
Exportação;2026;Abril;Belarus;998325
Exportação;2026;Abril;Belize;1864
Exportação;2026;Abril;Benin;11662673
Exportação;2026;Abril;Bermudas;2934332
Exportação;2026;Abril;Bolívia;125266314
Exportação;2026;Abril;Bonaire, Saint Eustatius e Saba;280305
Exportação;2026;Abril;Botsuana;74725
Exportação;2026;Abril;Brasil;5062883
Exportação;2026;Abril;Brunei;87033
Exportação;2026;Abril;Bulgária;155502241
Exportação;2026;Abril;Burkina Faso;459892
Exportação;2026;Abril;Bélgica;306227661
Exportação;2026;Abril;Bósnia-Herzegovina;290488
Exportação;2026;Abril;Cabo Verde;3833398
Exportação;2026;Abril;Camarões;1642638
Exportação;2026;Abril;Camboja;4188177
Exportação;2026;Abril;Canadá;622216883
Exportação;2026;Abril;Catar;19461467
Exportação;2026;Abril;Cayman, Ilhas;1488933
Exportação;2026;Abril;Cazaquistão;6039153
Exportação;2026;Abril;Chade;920838
Exportação;2026;Abril;Chile;481438822
Exportação;2026;Abril;China;11609725
Exportação;2026;Abril;Chipre;8286032
Exportação;2026;Abril;Colômbia;394715963
Exportação;2026;Abril;Comores;286250
Exportação;2026;Abril;Congo;9618167
Exportação;2026;Abril;Congo, República Democrática;22312473
Exportação;2026;Abril;Coreia do Sul;502367570
Exportação;2026;Abril;Costa Rica;34343829
Exportação;2026;Abril;Costa do Marfim;16578647
Exportação;2026;Abril;Coveite (Kuweit);13867264
Exportação;2026;Abril;Croácia;3609573
Exportação;2026;Abril;Cuba;28248062
Exportação;2026;Abril;Curaçao;5602572
Exportação;2026;Abril;Dinamarca;41675790
Exportação;2026;Abril;Djibuti;807128
Exportação;2026;Abril;Dominica;509971
Exportação;2026;Abril;Egito;244000805
Exportação;2026;Abril;El Salvador;14992077
Exportação;2026;Abril;Emirados Árabes Unidos;167973
Exportação;2026;Abril;Equador;96183712
Exportação;2026;Abril;Eslováquia;2318169
Exportação;2026;Abril;Eslovênia;17124217
Exportação;2026;Abril;Espanha;804913080
Exportação;2026;Abril;Estados Unidos;3120687936
Exportação;2026;Abril;Estônia;13849
Exportação;2026;Abril;Etiópia;2621959
Exportação;2026;Abril;Faroe, Ilhas;1855
Exportação;2026;Abril;Fiji;39299
Exportação;2026;Abril;Filipinas;215555792
Exportação;2026;Abril;Finlândia;19887000
Exportação;2026;Abril;França;429034022
Exportação;2026;Abril;Gabão;4526197
Exportação;2026;Abril;Gana;27032284
Exportação;2026;Abril;Geórgia;36969586
Exportação;2026;Abril;Geórgia do Sul e Sandwich do Sul, Ilhas;5026
Exportação;2026;Abril;Gibraltar;83678
Exportação;2026;Abril;Granada;2202108
Exportação;2026;Abril;Groenlândia;15223
Exportação;2026;Abril;Grécia;52333986
Exportação;2026;Abril;Guadalupe;857364
Exportação;2026;Abril;Guam;15462
Exportação;2026;Abril;Guatemala;31957048
Exportação;2026;Abril;Guiana;35791660
Exportação;2026;Abril;Guiana Francesa;1670336
Exportação;2026;Abril;Guiné;23055155
Exportação;2026;Abril;Guiné Equatorial;2514622
Exportação;2026;Abril;Guiné-Bissau;429752
Exportação;2026;Abril;Gâmbia;26591380
Exportação;2026;Abril;Haiti;7825888
Exportação;2026;Abril;Heard e ilhas mcdonald, Ilha;692269
Exportação;2026;Abril;Honduras;18382503
Exportação;2026;Abril;Hong Kong;117147611
Exportação;2026;Abril;Hungria;3548975
Exportação;2026;Abril;Ilha de Man;945123
Exportação;2026;Abril;Indonésia;506581297
Exportação;2026;Abril;Iraque;71050725
Exportação;2026;Abril;Irlanda;19630827
Exportação;2026;Abril;Irã;346160084
Exportação;2026;Abril;Islândia;23799950
Exportação;2026;Abril;Israel;49458534
Exportação;2026;Abril;Itália;583190780
Exportação;2026;Abril;Iêmen;16935316
Exportação;2026;Abril;Jamaica;9996974
Exportação;2026;Abril;Japão;561585350
Exportação;2026;Abril;Jordânia;45053137
Exportação;2026;Abril;Laos;1207778
Exportação;2026;Abril;Lesoto;2849
Exportação;2026;Abril;Letônia;9341933
Exportação;2026;Abril;Libéria;58352722
Exportação;2026;Abril;Liechtenstein;4512619
Exportação;2026;Abril;Lituânia;2979986
Exportação;2026;Abril;Luxemburgo;4880556
Exportação;2026;Abril;Líbano;54698653
Exportação;2026;Abril;Líbia;35127931
Exportação;2026;Abril;Macau;130905
Exportação;2026;Abril;Macedônia;3345341
Exportação;2026;Abril;Madagascar;1132227
Exportação;2026;Abril;Malavi;378276
Exportação;2026;Abril;Maldivas;2261291
Exportação;2026;Abril;Mali;379956
Exportação;2026;Abril;Malta;15439039
Exportação;2026;Abril;Malásia;162674341
Exportação;2026;Abril;Marrocos;52873196
Exportação;2026;Abril;Marshall, Ilhas;36161229
Exportação;2026;Abril;Martinica;545757
Exportação;2026;Abril;Mauritânia;15056789
Exportação;2026;Abril;Maurício;5281049
Exportação;2026;Abril;Mayotte;178296
Exportação;2026;Abril;Mianmar;1430322
Exportação;2026;Abril;Micronésia;28706
Exportação;2026;Abril;Moldávia;58783
Exportação;2026;Abril;Mongólia;340004
Exportação;2026;Abril;Montenegro;6050705
Exportação;2026;Abril;Montserrat;13222
Exportação;2026;Abril;Moçambique;1496786
Exportação;2026;Abril;México;744552926
Exportação;2026;Abril;Mônaco;585
Exportação;2026;Abril;Namíbia;3328436
Exportação;2026;Abril;Nepal;276196
Exportação;2026;Abril;Nicarágua;6236657
Exportação;2026;Abril;Nigéria;28679528
Exportação;2026;Abril;Noruega;146947
Exportação;2026;Abril;Nova Caledônia;1921833
Exportação;2026;Abril;Nova Zelândia;7723090
Exportação;2026;Abril;Níger;109020
Exportação;2026;Abril;Omã;50246320
Exportação;2026;Abril;Palau;25849
Exportação;2026;Abril;Palestina;4715221
Exportação;2026;Abril;Panamá;254570947
Exportação;2026;Abril;Papua Nova Guiné;617231
Exportação;2026;Abril;Paquistão;256931932
Exportação;2026;Abril;Paraguai;319444
Exportação;2026;Abril;Países Baixos (Holanda);1088544483
Exportação;2026;Abril;Peru;285271669
Exportação;2026;Abril;Polinésia Francesa;748030
Exportação;2026;Abril;Polônia;260294678
Exportação;2026;Abril;Porto Rico;20463878
Exportação;2026;Abril;Portugal;96728125
Exportação;2026;Abril;Quirguistão;92420
Exportação;2026;Abril;Quênia;6142967
Exportação;2026;Abril;Reino Unido;324097119
Exportação;2026;Abril;República Centro-Africana;536232
Exportação;2026;Abril;República Dominicana;64919292
Exportação;2026;Abril;Reunião;359810
Exportação;2026;Abril;Romênia;3817162
Exportação;2026;Abril;Ruanda;36925
Exportação;2026;Abril;Rússia;105537028
Exportação;2026;Abril;Salomão, Ilhas;119485
Exportação;2026;Abril;Samoa;417363
Exportação;2026;Abril;San Marino;31555
Exportação;2026;Abril;Santa Lúcia;1074506
Exportação;2026;Abril;Seicheles;1248269
Exportação;2026;Abril;Senegal;20475463
Exportação;2026;Abril;Serra Leoa;4413344
Exportação;2026;Abril;Singapura;1129127347
Exportação;2026;Abril;Sint Maarten;1430371
Exportação;2026;Abril;Somália;10689194
Exportação;2026;Abril;Sri Lanka;4254751
Exportação;2026;Abril;Sudão;15294000
Exportação;2026;Abril;Sudão do Sul;257184
Exportação;2026;Abril;Suriname;5359706
Exportação;2026;Abril;Suécia;109609
Exportação;2026;Abril;Suíça;325041471
Exportação;2026;Abril;São Bartolomeu;77963
Exportação;2026;Abril;São Cristóvão e Névis;511997
Exportação;2026;Abril;São Martinho, Ilha de (parte francesa);227947
Exportação;2026;Abril;São Tomé e Príncipe;117671
Exportação;2026;Abril;São Vicente e Granadinas;1271061
Exportação;2026;Abril;Sérvia;6213861
Exportação;2026;Abril;Síria;4976190
Exportação;2026;Abril;Tailândia;272911605
Exportação;2026;Abril;Taiwan (Formosa);179369326
Exportação;2026;Abril;Tanzânia;2584989
Exportação;2026;Abril;Tcheca, República;11421626
Exportação;2026;Abril;Território Britânico do Oceano Índico;30417
Exportação;2026;Abril;Timor Leste;1199327
Exportação;2026;Abril;Togo;57204440
Exportação;2026;Abril;Tonga;834614
Exportação;2026;Abril;Toquelau;28440
Exportação;2026;Abril;Trinidad e Tobago;44863105
Exportação;2026;Abril;Tunísia;26174114
Exportação;2026;Abril;Turcas e Caicos, Ilhas;193744
Exportação;2026;Abril;Turcomenistão;368
Exportação;2026;Abril;Turquia;610317
Exportação;2026;Abril;Ucrânia;5277727
Exportação;2026;Abril;Uganda;1145107
Exportação;2026;Abril;Uruguai;296061074
Exportação;2026;Abril;Uzbequistão;12380238
Exportação;2026;Abril;Vanuatu;406296
Exportação;2026;Abril;Vaticano;11648
Exportação;2026;Abril;Venezuela;63334626
Exportação;2026;Abril;Vietnã;409242449
Exportação;2026;Abril;Virgens, Ilhas (Americanas);111485
Exportação;2026;Abril;Virgens, Ilhas (Britânicas);240638
Exportação;2026;Abril;Wallis e Futuna, Ilhas;5874
Exportação;2026;Abril;Zimbábue;450644
Exportação;2026;Abril;Zâmbia;331508
Exportação;2026;Abril;África do Sul;104595906
Exportação;2026;Abril;Áustria;9889203
Exportação;2026;Abril;Índia;783720909
Importação;2026;Janeiro;Afeganistão;44655
Importação;2026;Janeiro;Aland, Ilhas;2557
Importação;2026;Janeiro;Albânia;316926
Importação;2026;Janeiro;Alemanha;1162032
Importação;2026;Janeiro;Andorra;6915
Importação;2026;Janeiro;Anguilla;170
Importação;2026;Janeiro;Argentina;766219218
Importação;2026;Janeiro;Argélia;23380422
Importação;2026;Janeiro;Armênia;3789
Importação;2026;Janeiro;Aruba;31589
Importação;2026;Janeiro;Arábia Saudita;207354473
Importação;2026;Janeiro;Austrália;86382628
Importação;2026;Janeiro;Azerbaijão;1541
Importação;2026;Janeiro;Bancos Centrais;1195
Importação;2026;Janeiro;Bangladesh;23679
Importação;2026;Janeiro;Barbados;133063
Importação;2026;Janeiro;Barein;17889619
Importação;2026;Janeiro;Belarus;130909
Importação;2026;Janeiro;Belize;32658
Importação;2026;Janeiro;Benin;5348
Importação;2026;Janeiro;Bermudas;128244
Importação;2026;Janeiro;Bolívia;80433955
Importação;2026;Janeiro;Botsuana;69807
Importação;2026;Janeiro;Brasil;54712324
Importação;2026;Janeiro;Bulgária;11158767
Importação;2026;Janeiro;Butão;57031
Importação;2026;Janeiro;Bélgica;143235377
Importação;2026;Janeiro;Bósnia-Herzegovina;1237084
Importação;2026;Janeiro;Camarões;1638658
Importação;2026;Janeiro;Camboja;21449675
Importação;2026;Janeiro;Canadá;230780973
Importação;2026;Janeiro;Catar;23474429
Importação;2026;Janeiro;Cayman, Ilhas;635
Importação;2026;Janeiro;Cazaquistão;44498516
Importação;2026;Janeiro;Chile;517442533
Importação;2026;Janeiro;China;5749375573
Importação;2026;Janeiro;Chipre;302397
Importação;2026;Janeiro;Christmas (Navidad), Ilha;173
Importação;2026;Janeiro;Colômbia;161361166
Importação;2026;Janeiro;Comores;9612
Importação;2026;Janeiro;Congo;322
Importação;2026;Janeiro;Congo, República Democrática;2912434
Importação;2026;Janeiro;Coreia do Norte;1239
Importação;2026;Janeiro;Coreia do Sul;485981692
Importação;2026;Janeiro;Costa Rica;14453642
Importação;2026;Janeiro;Costa do Marfim;21897700
Importação;2026;Janeiro;Coveite (Kuweit);15423
Importação;2026;Janeiro;Croácia;7207345
Importação;2026;Janeiro;Cuba;386745
Importação;2026;Janeiro;Curaçao;19712
Importação;2026;Janeiro;Dinamarca;145466836
Importação;2026;Janeiro;Dominica;636
Importação;2026;Janeiro;Egito;128464788
Importação;2026;Janeiro;El Salvador;1244402
Importação;2026;Janeiro;Emirados Árabes Unidos;141595992
Importação;2026;Janeiro;Equador;9648915
Importação;2026;Janeiro;Eritreia;3040
Importação;2026;Janeiro;Eslováquia;46464291
Importação;2026;Janeiro;Eslovênia;10025489
Importação;2026;Janeiro;Espanha;285254325
Importação;2026;Janeiro;Estados Unidos;3067280831
Importação;2026;Janeiro;Estônia;4300726
Importação;2026;Janeiro;Etiópia;82316
Importação;2026;Janeiro;Filipinas;29449
Importação;2026;Janeiro;Finlândia;65793398
Importação;2026;Janeiro;França;412263374
Importação;2026;Janeiro;Gabão;38528153
Importação;2026;Janeiro;Gana;65964292
Importação;2026;Janeiro;Geórgia;847586
Importação;2026;Janeiro;Grécia;9165647
Importação;2026;Janeiro;Guatemala;14988661
Importação;2026;Janeiro;Guiana;60421806
Importação;2026;Janeiro;Gâmbia;426
Importação;2026;Janeiro;Haiti;196
Importação;2026;Janeiro;Honduras;2781000
Importação;2026;Janeiro;Hong Kong;85028036
Importação;2026;Janeiro;Hungria;36959742
Importação;2026;Janeiro;Indonésia;189686250
Importação;2026;Janeiro;Irlanda;147576168
Importação;2026;Janeiro;Irã;23067357
Importação;2026;Janeiro;Islândia;695734
Importação;2026;Janeiro;Israel;100554968
Importação;2026;Janeiro;Itália;509971551
Importação;2026;Janeiro;Jamaica;4886
Importação;2026;Janeiro;Japão;462887815
Importação;2026;Janeiro;Jordânia;771643
Importação;2026;Janeiro;Laos;687354
Importação;2026;Janeiro;Lesoto;199
Importação;2026;Janeiro;Letônia;3213579
Importação;2026;Janeiro;Liechtenstein;680414
Importação;2026;Janeiro;Lituânia;3669320
Importação;2026;Janeiro;Luxemburgo;5614254
Importação;2026;Janeiro;Líbano;441731
Importação;2026;Janeiro;Líbia;719388
Importação;2026;Janeiro;Macau;149998
Importação;2026;Janeiro;Macedônia;930452
Importação;2026;Janeiro;Madagascar;319756
Importação;2026;Janeiro;Malavi;91769
Importação;2026;Janeiro;Malta;1240911
Importação;2026;Janeiro;Malásia;121993373
Importação;2026;Janeiro;Marianas do Norte, Ilhas;329
Importação;2026;Janeiro;Marrocos;57479054
Importação;2026;Janeiro;Marshall, Ilhas;320605
Importação;2026;Janeiro;Maurício;5637
Importação;2026;Janeiro;Mayotte;14
Importação;2026;Janeiro;Mianmar;1286681
Importação;2026;Janeiro;Moldávia;364967
Importação;2026;Janeiro;Mongólia;1196527
Importação;2026;Janeiro;Montenegro;9255
Importação;2026;Janeiro;Montserrat;130
Importação;2026;Janeiro;México;474656133
Importação;2026;Janeiro;Mônaco;552714
Importação;2026;Janeiro;Namíbia;1454
Importação;2026;Janeiro;Nauru;6587
Importação;2026;Janeiro;Nepal;2680
Importação;2026;Janeiro;Nicarágua;391
Importação;2026;Janeiro;Nigéria;11799387
Importação;2026;Janeiro;Niue;153
Importação;2026;Janeiro;Norfolk, Ilha;5
Importação;2026;Janeiro;Noruega;83644589
Importação;2026;Janeiro;Nova Caledônia;11632
Importação;2026;Janeiro;Nova Zelândia;4324229
Importação;2026;Janeiro;Não Definido;33115
Importação;2026;Janeiro;Níger;9981
Importação;2026;Janeiro;Omã;53372113
Importação;2026;Janeiro;Palau;338
Importação;2026;Janeiro;Panamá;1347254
Importação;2026;Janeiro;Papua Nova Guiné;32565
Importação;2026;Janeiro;Paquistão;13940625
Importação;2026;Janeiro;Paraguai;257792296
Importação;2026;Janeiro;Países Baixos (Holanda);148004152
Importação;2026;Janeiro;Peru;161433506
Importação;2026;Janeiro;Polinésia Francesa;112
Importação;2026;Janeiro;Polônia;78177812
Importação;2026;Janeiro;Porto Rico;32168395
Importação;2026;Janeiro;Portugal;89856894
Importação;2026;Janeiro;Quênia;10339
Importação;2026;Janeiro;Reino Unido;254110770
Importação;2026;Janeiro;República Centro-Africana;9857
Importação;2026;Janeiro;República Dominicana;2926909
Importação;2026;Janeiro;Romênia;30618
Importação;2026;Janeiro;Rússia;530922944
Importação;2026;Janeiro;Samoa;60467
Importação;2026;Janeiro;Samoa Americana;15110
Importação;2026;Janeiro;San Marino;2109719
Importação;2026;Janeiro;Seicheles;71576
Importação;2026;Janeiro;Senegal;147683
Importação;2026;Janeiro;Serra Leoa;1423
Importação;2026;Janeiro;Singapura;75952159
Importação;2026;Janeiro;Somália;353
Importação;2026;Janeiro;Sri Lanka;8469269
Importação;2026;Janeiro;Suazilândia;167
Importação;2026;Janeiro;Sudão;191988
Importação;2026;Janeiro;Suriname;49
Importação;2026;Janeiro;Suécia;150894282
Importação;2026;Janeiro;Suíça;234434363
Importação;2026;Janeiro;São Cristóvão e Névis;53
Importação;2026;Janeiro;Sérvia;4481527
Importação;2026;Janeiro;Síria;42907
Importação;2026;Janeiro;Tadjiquistão;137
Importação;2026;Janeiro;Tailândia;217427092
Importação;2026;Janeiro;Taiwan (Formosa);226606905
Importação;2026;Janeiro;Tanzânia;120224
Importação;2026;Janeiro;Tcheca, República;61832582
Importação;2026;Janeiro;Território Britânico do Oceano Índico;130686
Importação;2026;Janeiro;Timor Leste;1
Importação;2026;Janeiro;Togo;105328
Importação;2026;Janeiro;Toquelau;3543
Importação;2026;Janeiro;Trinidad e Tobago;56554043
Importação;2026;Janeiro;Tunísia;8067684
Importação;2026;Janeiro;Turcomenistão;49008256
Importação;2026;Janeiro;Turquia;95889757
Importação;2026;Janeiro;Ucrânia;8949977
Importação;2026;Janeiro;Uganda;94371
Importação;2026;Janeiro;Uruguai;141831897
Importação;2026;Janeiro;Uzbequistão;1994834
Importação;2026;Janeiro;Venezuela;30464633
Importação;2026;Janeiro;Vietnã;332063428
Importação;2026;Janeiro;Virgens, Ilhas (Americanas);3258
Importação;2026;Janeiro;Virgens, Ilhas (Britânicas);201
Importação;2026;Janeiro;Zimbábue;66779
Importação;2026;Janeiro;Zâmbia;117775
